name,years,country,sector,position
Vitor M. R. Constancio,,Portugal,Unknown,"Leader of the Socialist Party; Former Governor,Banco de Portugal; Former Secretary of State for Budget and Planning"
James Craig,,United Kingdom,Unknown,"Director General, The Middle East Association"
Etienne Davignon,,Belgium,Unknown,"Director,Societe Generale de Belgique; Former Member of the Commission of the European Communities"
Gerard Eskenazi,,France,Unknown,"President, Pargesa Holding"
Thomas S. Foley,,United States,Unknown,U.S. Representative
Jean A. Francois-Poncet,,France,Unknown,Senator; Former Minister for Foreign Affairs
John R. Galvin,,United States,Unknown,Supreme Allied Commander Europe (SHAPE)
Katharine Graham,,United States,Unknown,"Chairman,The Washington Post Company"
FIN,,Canada,Unknown,Director of Companies
Francois Heisbourg,,France,Unknown,"Director, The International Institute for Strategic Studies"
Friedrich Hoess,,Austria,Unknown,Ambassador to the United States of America
Karen Elliott House,,United States,Unknown,"Foreign Editor,The Wall Street Journal"
William G. Hyland,,United States,Unknown,"Editor,Foreign Affairs"
Nancy Landon Kassebaum,,United States,Unknown,U.S. Senator
John Keegan,,United Kingdom,Unknown,"Military Historian; Defence Correspondent,The Daily Telegraph"
Lane Kirkland,,United States,Unknown,"President, American Federation of Labor and Congress of Industrial Organizations (AFL-CIO)"
Henry A. Kissinger,,United States,Unknown,"Former Secretary of State; Chairman,Kissinger Associates, Inc."
Thomas Klestil,,Austria,Unknown,"Secretary General, Federal Ministry for Foreign Affairs"
Pedro Pablo Kuczynski,,United States,Unknown,"Co-Chairman, First Boston International"
Marc Ladreit de Lacharriere,,France,Unknown,"Director and First Executive Vice President,L'Oreal"
Drew Lewis,,United States,Unknown,"Chairman,Union Pacific Corporation"
Andre Leysen,,Belgium,Unknown,"Chairman of the Board, Gevaert N.V.; Vice-chairman, Union of Industrial and Employers Confederations of Europe (UNICE)"
Donald S. MacDonald,,Canada,Unknown,"Senior Partner, McCarthy & McCarthy"
Floris A. Maijers,,Netherlands,Unknown,"Chairman of the Board of Management,Unilever N.V."
Stephen N. Marris,,United Kingdom,Unknown,"Senior Fellow,Institute for International Economics; Former Economic Adviser to the Secretary General,OECD"
"Charles McC. Mathias, Jr.",,United States,Unknown,"Partner,Jones, Day, Reavis & Pogue; Former U.S. Senator"
Rupert Murdoch,,United States,Unknown,"Chairman,News America Publishing"
Her Majesty The QueenBeatrix of the Netherlands,,Netherlands,Unknown,
His Royal HighnessPrince Claus of the Netherlands,,Netherlands,Unknown,
Anton Osond,,Austria,Unknown,"Chairman of the Board of Management, Osterreichische Investitionskredit"
Theodoros Pangalos,,Greece,Unknown,Alternate Minister for Foreign Affairs
Donald E. Petersen,,United States,Unknown,"Chairman,Ford Motor Company"
Francisco Lucas Pires,,Portugal,Unknown,Member of the European Parliament; Former Leader of the Christian Democrats
Inger E. Prebensen,,Norway,Unknown,"President,  Kjobmandsbanken"
Lord Prior,,United Kingdom,Unknown,"Chairman,GEC plc; Former Secretary of State for Emploment for Northern Ireland"
Grant L. Reuber,,Canada,Unknown,"Deputy Chairman,Bank of Montreal"
James D. Robinson III,,United States,Unknown,"Chairman and Chief Executive Officer,American Express Company"
Olivier Roy,,France,Unknown,"University Professor and Researcher,Centre National de Recherches Scientifiques(CNRS)"
"Charles S. Sanford, Jr.",,United States,Unknown,"Chairman,Bankers Trust Company"
Rüşdü Saraçoğlu,,Turkey,Unknown,"Governor,Central Bank of the Republic of Turkey"
Guido Schmidt-Chiari,,Austria,Unknown,"Chairman of the Managing Board of Directors,Creditanstalt-Bankverein"
David G. Scholey,,United Kingdom,Unknown,"Chairman,S.G. Warburg Group"
Gary G. Sick,,United States,Unknown,"Visiting Scholar, Research Institute on International Change,Columbia University"
Gordon S. Smith,,Canada,Unknown,"Permanent Representative and Ambassador, Delegation of Canada to the North Atlantic Council"
Ilkka Suominen,,Finland,Unknown,Minister of Trade and Industry
Horst Teltschik,,FRG,Unknown,"Head of the Directorate-General for Foreign and Intra-German Relations, Development Policy and External Security, Federal Chancellery"
Anders Thunborg,,Swden,Unknown,Ambassador to the Soviet Union; Former Minister of Defence
Niels Thygesen,,Denmark,Unknown,"Professor of Economics,University of Copenhagen"
Friedrich Verzetnitsch,,Austria,Unknown,"President, Austrian Trade Union"
Karsten D. Voigt,,Federal Republic of Germany,Unknown,"Member of Parliament;SPDSpokesman on Foreign Affairs; Member, SPD Party Leadership"
James D. Wolfensohn,,United States,Unknown,"President,The World Bank Group"
Walter B. Wriston,,United States,Unknown,"Former Chairman,Citibank"
Emilio de Ybarra y Clurruca,,Spain,Unknown,"Vice Chairman and Managing Director,BBVA"
